text,sentiment,aspect,polarity
"Music-Night - Edy Edwards - Kryptonite - After Drunk (!!!) - Slippery Affair Music-Night - Edy Edwards - Kryptonite - After Drunk (!!!) - Slippery Affair Eintritt Frei !! Da muß man hin... Edy Edwards Kryptonite After Drunk Slippery Affair Die Konzertsaison beginnt und das direkt mit einem Hammer. AFTER DRUNK geben ihr Re-Union/Abschiedskonzert bei uns, Im Gepäck haben sie mit Kryptonite und Edy Edwards zwei weitere Stammgäste. Nach dem Riesenerfolg beim Blind Date sind auch Slippery Affair dabei. [wann] Einlass 19.00 Uhr Beginn 19.30 Uhr [wo] C@fe-42 im Bodelschwingh-Haus Bergstr. 7 45897 Gelsenkirchen [Eintritt] frei [haltestelle] Emil-Zimmermann-Allee [mit Bus und Bahn] Ab Gelsenkirchen Hbf mit Straßenbahn 301 bis Emil-Zimmermann-Allee. Von dort 6 min Fußweg [mit dem Auto] Anfahrt (ab Autobahn A2) Bei Ausfahrt 6-Gelsenkirchen-Buer Richtung Gelsenkirchen-Zentrum fahren. Im Kreisverkehr zweite Ausfahrt Emil-Zimmermann-Allee. K4 Richtung GE-Zentrum/GE-Buer nehmen. Immer geradeaus bis es nicht mehr geht, auf die Horster Str./L448 links abbiegen. Nach der Autobahnunterführung links in die Bergstraße abbiegen, dort Parken. Links neben der Kirche über den Hof geht es zum C@fe-42. [veranstalter] Evangelische Jugend Buer-Beckhausen [info] info@cafe-42.de",neutral,Allgemein#Haupt:neutral,1
Reiseblogger unterwegs - ITB Reisemesse - Travel Event - Deutsche Bahn - #youtube #blogger https://t.co/ULHUDqgTR0,neutral,Allgemein#Haupt:neutral,0
"Neue Westfälische (Bielefeld): Kommentar: Erfolg der Bahnschlichtung Zauberei Hannes Koch Die erfolgreiche Schlichtung des Streits zwischen der Lokführergewerkschaft GDL und der Deutschen Bahn zeigt, wozu intelligente Menschen in der Lage sind, wenn sie nur wollen. Mit diesem Kompromiss ist allen gedient. Bürger, Bahnkunden und",neutral,Allgemein#Haupt:neutral,1
"Weniger Nadjerkrebs in der TL, dafür wieder Dickpics. Muss ich mir noch besser einprägen: In Bahn IMMER vorsichtig durch Twiddre scrollen.",neutral,Allgemein#Haupt:neutral,-1
Analoge anzeige in der bahn. http://t.co/fm6b8cj6iX,neutral,Allgemein#Haupt:neutral,0
@DB_Bahn Danke! Also Reservierung umtauschen...,neutral,Allgemein#Haupt:neutral,-1
#Telmi #Nachrichten #news | Bahn plant 2016 mehr Baustellen: Berlin - Die Deutsche Bahn erhöht die Zahl ihrer… https://t.co/cvuFjrHpZU,neutral,Allgemein#Haupt:neutral,1
VBB / BVG Monatskarte Berlin AB | gültig bis 10. Juni – Kleinanzeigen VBB / BVG Monatskarte Berlin AB - gültig bis 10. Juni Ich verkaufe eine VBB / BVG Umweltkarte für den Bereich Berlin AB - gü…… 19.05.2016 um 23:01 Uhr Bahn & ÖPNV 55 €,neutral,Allgemein#Haupt:neutral,1
"Falsches Bahnticket, was tun? Das habe ich morgen vor. Aber das wird bisschen kritisch für mich, wenn ich Einzelfahrscheine kaufe, da ich mehr als 10 Ringe befahren muss und täglich 10,30 kann ich nicht zahlen mit meinem Azubigehalt:( gutefrage.net-Tag: Bahn gutefrage.net-Tag: Bob gutefrage.net-Tag: FALSCH gutefrage.net-Tag: Ticket",neutral,Ticketkauf#Haupt:neutral Ticketkauf#Haupt:neutral,-1
"Re: Torgauer Zeitung ...dieser Investor hat es von der Bahn erworben, weil Torgau es damal nicht tat! Unabhängig davon verfolgt die Geisterfahrerin aus dem Rathaus ihre ganz eigenen Ziele!",neutral,Allgemein#Haupt:neutral,1
@sabrinabianca89 @DB_Bahn eine von vielen... Finde es aber trotzdem gut das du lobst :) (wenn etwas schlecht ist wird gemeckert anders nicht,neutral,Allgemein#Haupt:neutral,-1
Re: KEIN Stuttgart 21 Wieder ein Grund mehr nicht Bahn zu fahren.,negative,Allgemein#Haupt:negative Allgemein#Haupt:negative,0
Re: Kranke Videos Leon Dobbrunz und Florian Ho in der S Bahn,neutral,Allgemein#Haupt:neutral,-1
Wegen Notbremsung: Frau in S-Bahn leicht verletzt http://t.co/PhV1WEn31p,negative,Sicherheit#Haupt:negative Sicherheit#Haupt:negative,-1
"Re: NETT-WERK BERLIN Alltagssituationen. Auf der Couch, in der Uni, in der Bahn Immer wenn ich das Gefühl bekomme, dass ich das genauso schon mal gemacht hab",neutral,Allgemein#Haupt:neutral,0
"""Bitte beachten Sie, dass sich wegen einer vorangegangenen Streckensperrung in Stuttgart einige Züge... """"""Bitte beachten Sie, dass sich wegen einer vorangegangenen Streckensperrung in Stuttgart einige Züge stapeln."""" (@johannes_knuth) #Bahn﻿""",negative,Sonstige_Unregelmässigkeiten#Haupt:negative Sonstige_Unregelmässigkeiten#Haupt:negative,0
"ROUNDUP Bahn plant mehr Baustellen - Folgen sollen gemildert werden News: ROUNDUP: Bahn plant mehr Baustellen - Folgen sollen gemildert werden 31.01.2016, 16:39:00 Uhr BERLIN (dpa-AFX) - Die Deutsche Bahn erhöht die Zahl ihrer Bauprojekte in diesem Jahr deutlich. Geplant sind nach Angaben des Unternehmens rund 850",neutral,Allgemein#Haupt:neutral,1
"Zum 1. Januar – Fahrkarten für Bus und Bahn werden teurer Das Wort Fahrpreiserhöhungen klingt nicht schön. Deshalb benutzen die Marketingstrategen der im Großraum-Verkehr Hannover zusammengeschlossenen Nahverkehrsunternehmen lieber das Wort „moderate Tarifanpassung“, wenn das Fahren in Bussen und Bahnen teu",negative,Ticketkauf#Haupt:negative Ticketkauf#Haupt:negative,-1
RT @hrbruns: #Service #München: Störungsfreier Verkehr bei der #SBahn und #Bahn. Auf der Strecke nach Mühldorf ist der Bahnübergang Weidenb…,positive,Zugfahrt#Streckennetz:positive,1
"@lightmoregirl IN MANCHEN FÄLLEN IST ES GUT, LONELY ZU SEIN! VOR ALLEM IN DER BAHN!",neutral,Allgemein#Haupt:neutral,0
@DB_Bahn dadurch verkürzter Aufenthalt in DD. ist es möglich die Zugbindung für morgen aufzuheben? (2/2),neutral,Allgemein#Haupt:neutral,1
"RT @EricMieth: Mit Hund und 3 Schulklassen in der Bahn. Ich gehe davon aus, dass ich mein vorheriges Leben mit Giftmord und Brandstiftung v…",neutral,Allgemein#Haupt:neutral,0
"Re: Unser Chemnitz und Karl-Marx-Stadt Das Problem bei dieser Sache ist,daß die Bahn eine interne Behörde besitzt,die sich auch Denkmal geschützten Objekten befasst.Die besagte Abteilung entschied immer für die Bahn.",negative,Allgemein#Haupt:negative,-1
"Aufwachen Deutschland https://www.facebook.com/AufwachenDeutschland1/photos/a.688853201148936.1073741828.687124617988461/1038114882889431/?type=3&theater ist das zufällig ein fake ? Boykottiert die Deutsche Bahn (Staatsunternehmen) und kauft KEINE Tickets mehr - wenn illegale Asylanten kostenlos befördert werden, dann muss das auch für die deutsche Bevölkerung gelten. Liken und Teilen! ✌",negative,Allgemein#Haupt:negative,-1
Die Kids sind wenigstens versorgt @DB_Bahn #ICE612 https://t.co/wo9qP95rEU,neutral,Allgemein#Haupt:neutral,0
"Luxus in Abu Dhabi: 7 Tage im Top 5* Hotel schon für 888€ inkl. Halbpension, Flügen mit Air Berlin und Transfer ""Liebe Urlaubspiraten, wenn ihr Lust auf einen luxuriösen Urlaub in den Vereinigten Arabischen Emiraten habt, sollte ihr euch den folgenden Deal nicht entgehen lassen. Gutes Wetter und angenehm warme Temperaturen sind bei dem Deal bereits mit inklusive! ;) Alle Infos im Überblick: 888 € Luxus in Abu Dhabi Berlin, Düsseldorf, Stuttgart Abu Dhabi Reisezeitraum: September Aktuell könnt ihr bei 7 Tage im luxuriösen und top bewerteten 5* Hotel """"The St. Regis Abu Dhabi"""" ( Weiterempfehlung 97% ) für 888€ pro Person buchen. Neben den 7 Übernachtungen sind im Reispreis bereits die , die Hin- und Rückflüge mit Air Berlin , der Transfer zwischen Flughafen und Hotel und das Zug-zum-Flug-Ticket mit enthalten. Das Hotel liegt zentral in am südlichen Ende der Corniche in Abu Dhabi. Die Marina Mall und das Emirates Palace sind schnell erreichbar. Bei seinen Gästen überzeugt das Hotel mit seinem exzellenten Service auf höchsten Niveau und seinem erstklassischen Gastronomieangebot . Am hoteleigenen flachabfallenden Sandstrand könnt ihr in der Sonne faulenzen und euren Urlaub so richtig genießen. Ihr findet viele Termine für 888€ im September ab Stuttgart, Düsseldorf und Berlin . Mit dem kostenfreien Zug-zum-Flug-Ticket könnt ihr ganz bequem die Bahn zur Anreise von eurem Heimatbahnhof zum Flughafen nutzen. Hotelimpressionen:""",neutral,Allgemein#Haupt:neutral,1
"Sorgte Ikea für gutes WLAN auf den Bahn-Wegen zu ihren Hallen, würden viel mehr Menschen ihre ""ich hätte so gerne""-Tweets abschicken. =)",neutral,Allgemein#Haupt:neutral,1
"1. Tag Hamburg und nun auf dem Weg nach Köln 07.04.2016 – ich hab die erste Nacht im eigenen Bett sehr gut geschlafen, die erste Waschmaschine ist gestartet (das erste mal wieder selber waschen nach über 5 Monaten) und ich bin dabei ein paar Kisten aus dem Keller in die Wohnung zu schleppen – oh man, warum hat man bloß so viel Sch… Angesammelt?! Ich bekomme Hunger aber bin so verschwitzt, das ich zum einkaufen gehen erst mal duschen musste, also schiebe ich mir ne TK Pizza, welche Joe mein Untermieter dagelassen hat, in den Ofen. Es ist noch etwas Tee da, also gibt’s Pizza und Tee zum Frühstück – ich hab schon schlechter gefrühstückt in den letzten Monaten. Dann wird weiter Zeugs aus dem Keller zurück in die Wohnung geschleppt. Wenn man mal anfängt will man es auch zu Ende bringen – oh oh, bin ich schon wieder zurück im alten Trott – hoffentlich nicht!!! Abends gehe ich einen Döner Kebab essen, kaufe leckeren Käse bei edeka und Futter Käsewürfel während ich 2 Stunden mit Malte telefoniere. Dann ab ins Bett, der Wecker wird um 6:40 Uhr klingeln. 08.04.2016 – die DB App lässt sich nicht öffnen und ich komme somit nicht an meine Fahrkarte nach Köln. Muss ich wohl noch im reisezentrum vorbei schauen. Ab zum Bus, der steht an der Haltestelle, Türen sind schon zu, ich klopfe nett und lächelt den Fahrer dabei an – er fährt trotzdem ohne mich los. Ich glaube sowas habe ich auch 5 Monate nie erlebt. Die Frau im DB Reisezentrum war sehr nett und druckte mir mein Ticket aus. Dann Sitzplatz suchen. Der Zug ist echt voll. Im dritten Wagen dann ein freier Platz. Im Fußraum steht aber die Tasche der jungen Frau. Ich sag ihr, dass ich da gerne sitzen möchte und sie antwortet mit “muss das sein. Meine Tasche”. Ich frag sie ob ihre Tasche ne Fahrkarte hat und biete ihr an diese nach oben zu stellen. Sie lehnt ab und räumt diese wiederwillig in ihren Fußraum. Tschuldigung aber der Zug ist nunmal voll?!?! Nun bin ich mit dem ICE auf dem Weg nach Hannover und von dort nach Köln um gute Freunde zu besuchen. Der ICE fährt gerade 204km/h – das ist drei mal so schnell als die meisten meiner Busse in Südamerika!",neutral,DB_App_und_Website#Störungen_DB_App_und_Website:negative Service_und_Kundenbetreuung#Haupt:positive Auslastung_und_Platzangebot#Haupt:negative Auslastung_und_Platzangebot#Haupt:negative,1
in genau 24h sitze ich in der Bahn nachhause vom Capitol,neutral,Allgemein#Haupt:neutral,1
welt.de Fahrgäste hindern Syrer am Verlassen der S-Bahn Berlin - Zwei betrunkene Männer haben in einer Berliner S-Bahn einen Syrer am Verlassen des Zuges gehindert. Der Vorfall ereignete sich in der Nacht zum Sonntag am S-Bahnhof Lichterfelde-Ost in der,negative,Atmosphäre#Haupt:negative Atmosphäre#Haupt:negative Atmosphäre#Haupt:neutral,-1
"Re: DB: grundlegender Umbau angekündigt ""Zitat von jotxl Hier sind m.E. nach aber auch Reisezentren und Firmenreisebüro´s gefordert, bei der Platzreservierung dezidiert nachzufragen. Es würde reichen, wenn das System für den Ruhebereich nur Einzelreservierungen ausstellen könnte. Dann sieht man sofort, dass """"da was ist"""". Dann bräuchte es noch Hinweise an jedem Platz (wie in der Schweiz) - ein einzelner Kleber auf der Schiebetür, der gar nicht sichtbar ist, wenn selbige offen ist (Velaro D 2. Klasse), reicht nicht aus. Ansonsten sollte die Deutsche Bahn mutig genug sein und zugeben, dass """"eine ruhige Reise bei uns nicht möglich ist"""". Wobei sie das ja in der Facebook-Antwort auch explizit getan hat.""",negative,Komfort_und_Ausstattung#Reservierung:neutral Informationen#Haupt:neutral Informationen#Haupt:negative Atmosphäre#Haupt:negative,1
"Fünfte Zugfahrt heute, zum vierten Mal verspätet. Schlechte Stichprobe, oder, @DB_Bahn?",negative,Zugfahrt#Pünktlichkeit:negative,-1
"Viele Experten meinen nun, dass #S21 ZU KLEIN geplant ist. Die Bahn will die Mehrkosten für ihre MurkS21pläne aber nicht selbst tragen.",neutral,Allgemein#Haupt:neutral,1
golem.de Notrufsystem: 250 Funklöcher bei der Deutschen Bahn - Golem.de http://www.golem.de/news/notrufsystem-250-funkloecher-bei-der-deutschen-bahn-1604-120230.html Das GSM-R-Mobilfunksystem der Bahn hat viele Funklöcher. Die Störungen könnten durch Frequenzüberlagerung der örtlichen öffentlichen Mobilfunksender verursacht werden.,negative,Sicherheit#Haupt:negative Sicherheit#Haupt:negative Sonstige_Unregelmässigkeiten#Haupt:negative,-1
"Re: Julia Klöckner Da ich selber aus Ungarn bin und momentan halb Europa auf Budapest schaut, besonders die deutschen Politiker, möchte ich dazu kurz meine Gedanken hier aufschreiben. Es wird zurzeit nur noch über die armen Flüchtlinge berichtet, dir momentan in Budapest am Bahnhof festsitzen. Was mich dabei stört ist die Tatsache, dass sich niemand fragt, wie es dabei der ungarischen Bevölkerung geht. Denn darüber lese und sehe ich in unseren Medien nichts. Der Budapester Bahnhof ist voll mit Flüchtlingen. Teilweise wurde der Bahnhof auch gesperrt. Jetzt stellt euch doch nur mal vor, dass würde in Berlin, Frankfurt, Köln, oder Mannheim passieren. Erinnert ihr euch noch, als vor einigen Wochen die Bahn gestreikt hat? Was für ein Chaos es da gab? Wie viele Menschen sich darüber beschwert hatten? Es ist einfach über Länder sich aufzuregen, wenn man selber nicht betroffen ist. Erst wenn das bei uns passiert, werden einige anders denken. Spätestens wenn sie am Bahnhof stehen, zur Arbeit wollen und vor lauter Flüchtlingen nichts mehr geht. Ich selber bin kein echter Deutscher und alles bloß nicht rechtsradikal, aber ich mach mir Gedanken, wie es weiter gehen soll. Vor über 40 Jahren sind meine Eltern nach Deutschland ausgewandert, weil das Land Deutschland Gastarbeiter gebraucht hat und ich bin dankbar, dass meine Eltern diesen Weg gegangen sind. Trotzdem denke ich so, wie einige Deutsche und verstehe ich sie auch sehr gut!",negative,Sonstige_Unregelmässigkeiten#Haupt:negative,1
"Re: DB Bahn ""Liebe Bahn, ich benutze den Sparpreis-Finde, wähle eine Verbindung aus und gehe auf buchen und dann komme ich auf die nächste Seite, dort werden mir dann die verschiedenen Möglichkeiten (Sparpreis, Normalpreis etc.) angezeigt und wenn ich dann weiter klicke, kommt die Meldung """"Angebot nicht mehr erhältlich""""! Und nun???""",neutral,Allgemein#Haupt:neutral,1
"@DB_Bahn kein Wunder, dass ausgerechnet in diesem Zug NIE kontrolliert wird �",neutral,Allgemein#Haupt:neutral,-1
Nie wieder Chaos bei der Bahn plant Bundeswehr der Zukunft,positive,Allgemein#Haupt:positive,-1
DTN Germany: +++ Bahn-Streik im Live-Ticker +++ - Mit sofortiger Wirkung! GDL beendet Bahnstreik: Die Streiks ... http://t.co/njIAjaE7vT,neutral,Allgemein#Haupt:negative Allgemein#Haupt:positive Allgemein#Haupt:negative,-1
"Ersatzverkehr der Bahn fährt nach Streikende vorerst weiter dem Ende der Lokführer-Streiks sind die Bahnen in Baden-Württemberg am zunächst weiter nur gefahren. Auch bei den S-Bahnen in Stuttgart gelte nach wie vor der Ersatzfahrplan. „Einsatzplaner arbeiten mit Hochdruck daran, wieder möglichst schnell e",positive,Sonstige_Unregelmässigkeiten#Haupt:neutral Allgemein#Haupt:positive Allgemein#Haupt:positive Sonstige_Unregelmässigkeiten#Haupt:neutral,-1
"Bahn-Chef Grube verspricht Ende der umgekehrten Wagenreihung https://de.nachrichten.yahoo.com/bahn-chef... ""Bahn-Chef Grube verspricht Ende der umgekehrten Wagenreihung https://de.nachrichten.yahoo.com/bahn-chef-grube-verspricht-ende-umgekehrten-wagenreihung-063122186--finance.html?nhp=1﻿ -Article: Im Zuge ihrer Service-Offensive verspricht die Deutsche Bahn den Kunden weitere Verbesserungen. So soll es beispielsweise die Ansage, dass ein Zug mit umgekehrter Wagenreihung verkehrt, """"künftig nicht mehr geben"""", wie Vorstandschef Rüdiger Grube der """"Neuen Osnabrücker Zeitung"""" vom https://de.nachrichten.yahoo.com/bahn-chef-grube-verspricht-ende-umgekehrten-wagenreihung-063122186--finance.html?nhp=1""",neutral,Allgemein#Haupt:neutral,-1
"Re: Deutsche Bahn Personenverkehr Warum ändert man die Problematik mit dem vorausfahrenden ICE aus Berlin nicht? Das ist der Bahn doch bekannt. Grade die Strecke Hagen-Wuppertal über Schwelm, Ennepetal, ist durch seine Verspätungen bekannt. (RE4, RE7 jetzt NationalExpress und RE13 Eurobahn) Dann muss man mal eine Fahrplanumstellung vornehmen, damit die Züge pünktlich sind und Anschlüsse wieder angepasst werden. (Egal ob weitere Züge oder Busse im VRR)",negative,Zugfahrt#Streckennetz:negative Zugfahrt#Pünktlichkeit:negative Zugfahrt#Streckennetz:negative,1
Seit 4 Jahren an dieser Uni und trz steige ich noch in die falsche verkackte Bahn ein. GG,neutral,Allgemein#Haupt:neutral,-1
"Aber immer wieder lustig, wenn sie feststellen, in der falschen Bahn zu sein. Hätten ja fragen können, Höhö!",neutral,Allgemein#Haupt:neutral,-1
".@Aleksandrah @ZachariasFuchs @DB_Info @DB_Bahn Eher schneller verspätet, oder?",neutral,Allgemein#Haupt:neutral,1
"Re: DIE WELT Schade, dass so viele Menschen hier negativ schreiben. Vielleicht in der S-Bahn schnell und wichtig getippt... Jeder darf seine Meinung schreiben und tut das auch. ist ja auch richtig, aber manchmal nervt es mich sehr. Ich fand Frau Merkel gestern gut und habe Vertrauen in Ihre Arbeit.",neutral,Allgemein#Haupt:neutral,1
@DC4DD @DB_Bahn eindeutig Person in Gleis zischen Porz-Wahn und Siegen. #gestrandet,negative,Sonstige_Unregelmässigkeiten#Haupt:negative,1
RT @EinhornPiXel: Ziemlich komische Menschen die so in der Bahn sitzen... Ehm.. ja.,negative,Atmosphäre#Haupt:negative,0
"Information und Dialog auf Google+ Information und Dialog auf Google+ 31.12.2015 18:03 Finden Sie auf Google+ Daten, Fakten, allgemeine Informationen und Hintergrundberichte zum Personenverkehr und Karrieremöglichkeiten der DB sowie zu den Aufgaben des DB-Bahn-Social-Media-Teams. Zwe",neutral,Allgemein#Haupt:neutral,0
"Stellwerksausfall in Dortmund stört Bahnverkehr in NRW ""- und Fernverkehr. """"Wir können derzeit je Stunde nur drei Züge in oder aus dem Betriebsbahnhof auf die Strecke bringen"""", erklärte ein Bahnsprecher am Morgen. Gegen 8 Uhr meldete die Bahn""",neutral,Allgemein#Haupt:neutral,-1
Einigung auf Schlichtung: Lokführer beenden Bahn-Streik http://t.co/IdamICJA7K via @SPIEGELONLINE,positive,Allgemein#Haupt:positive,-1
Sparpreise ohne Ende: Hier gibt es billige Tickets für die Deutsche Bahn: Die Deutsche Bahn kann nicht unbedi... https://t.co/hewDXuEmax,neutral,Allgemein#Haupt:neutral,-1
"Bald schneller mit der Bahn von Deutschland nach Paris / Reisen / Freizeit / Extra - LN - Lübecker Nachrichten noch 5 Stunden 40 Minuten, statt wie bisher 6 Stunden 20 Minuten. Man kann auch öfter fahren. Den neuen grenzüberschreitenden Fahrplan stellte die Regionaldirektion der französischen Bahn SNCF am Mittwoch",positive,Zugfahrt#Fahrtzeit_und_Schnelligkeit:positive Zugfahrt#Streckennetz:positive,1
"@DB_Bahn sagt mal, die S-Bahn um 23. Von essen West nach Borbeck... Wo is die geblieben? Warum gibt es keine Info hier? :(",negative,Sonstige_Unregelmässigkeiten#Haupt:negative Informationen#Haupt:negative,0
Linie 16 * Folgende Fahrt erfolgt aufgrund einer technischen Störung einer Bahn ca. 11 Min. später * (H) Neumarkt... https://t.co/RlBboSa6dp,negative,Zugfahrt#Technische_Schäden_und_Störungen_am_Zug:negative Zugfahrt#Pünktlichkeit:negative,-1
"Re: auto motor und sport Ne Kiste! Ne blöde, wo der Chef meint nun Profit zu machen!! Einfach nur eine billige Masche! Und bevor ich Herrn Musk ein Auto abkaufe, fahr ich lieber mit der Bahn!",neutral,Allgemein#Haupt:neutral,-1
"Taschendiebe auf Beutezug in S-Bahnen: Radio Duisburg Taschendiebe haben es auf schlafende S-Bahn-Fahrer abgesehen. Die Bundespolizei beobachtet seit einem halben Jahr mehrere Gruppen von Taschendieben, die vor allem an Wochenenden auf Beutezug gehen. Das betrifft auch Züge, die über den Duisburger Haup",negative,Sicherheit#Haupt:negative Atmosphäre#Haupt:negative Sicherheit#Haupt:negative Atmosphäre#Haupt:negative,0
"Nach Tokyo Ubahn, Narita Express und 12h Japan Airlines kommt das schlimmste noch. Die fährt mit der Deutschen Bahn. Mir schaudert schon.",neutral,Allgemein#Haupt:neutral,0
"RT @stegimon: ich will jetzt da sein, hallooo!! fahr schneller, Bahn!",negative,Zugfahrt#Fahrtzeit_und_Schnelligkeit:negative,1
@olewin Für Fragen und Hinweise zum Personenverkehr der Deutschen Bahn stehen Ihnen die Kollegen bei @DB_Bahn zur Verfügung.,neutral,Allgemein#Haupt:neutral,0
@HalleListig nur mit Bahn Card 50...,neutral,Allgemein#Haupt:neutral,0
Penn' in der Bahn! Eigentlich wollt ich nur 2 Stationen fahrn'?!,neutral,Allgemein#Haupt:neutral,0
"Re: n-tv Der Nachrichtensender Also sorry aber vielleicht hast du noch nicht mitbekommen WIE die Flüchtlinge hier her kommen! Ich als Frau muss ehrlich sagen, dass ich diesen Weg sehr wahrscheinlich nicht überleben würde. Sowie viele Kinder oder Frauen. Viele junge Männer werden von der Familie hierher geschickt um sie später nach zu holen. Außerdem möchte ich bitte mal wissen wo du hörst, dass Flüchtlinge so was rufen?! Und ja ich habe nicht mehr bedenken als sonst. Ich finde es ja toll, dass sich plötzlich so viele Männer um Frauen sorgen aber diese Sorge brauch ich nicht mehr! Ich habe seit Jahren bedenken wenn ich in eine volle Bahn oder einen vollen Bus steige oder wenn ich in einer Menschenmasse bin. Es ist nichts neues, dass Frauen vergewaltigt und belästigt werden. Das ist für viele Alltag. Ich kann Dir gar nicht aufzählen wie viele mir schon an den Hintern oder die Brüste gefasst haben und da waren die wenigsten Ausländer von. Oder was man alles hinterhergerufen bekommt oder wie es ist wenn man am helllichten Tag an der Bushaltestelle sexuell belästigt wird und nicht mal die drum rum stehenden Männer einem helfen. Ich kann ein Lied davon singen und ich bin die letzte, die freizügig rumrennt. Aber wenn so was passiert ist es einem auch egal woher der Mann kommt allein, dass es passiert reicht schon. Es gibt einen Grund warum Mädels und Frauen mit einem Schlüssel zwischen den Fingern nach Hause gehen. Oder warum eine App entwickelt wurde wo du den nach Hause weg der Freundin Live auf der Map mit verfolgen kannst. Sexismus ist eine altbekannte Geschichte auf der ganzen Welt. In Paris haben von 600 befragten Frauen 100%!!!! bestätigt in der Bahn oder im Bus schon mal belästigt worden zu sein. Wir leben nun mal in einer Welt in der es noch nie rosig war als Frau zu leben.",negative,Auslastung_und_Platzangebot#Haupt:negative,1
"Woran ich merke, dass Ferien sind? Anscheinend bin ich der einzige Idiot, der arbeitet. Herrlich, endlich Ruhe&ne leere Bahn!",positive,Atmosphäre#Lautstärke:positive Auslastung_und_Platzangebot#Haupt:positive,1
"Habe gestern Satire-Postsendung der Deutschen Bahn erhalten . "" Habe gestern Satire-Postsendung der Deutschen Bahn erhalten . ﻿ -Article : Gestern habe ich Post von der Deutschen Bahn bekommen : „ Der streng geheime Bahncard 50 Sparplan ! "" "" Ach nein , es war doch eine Satire-Aktion der Zeitschrift Titanic . Pointen und Sprüche ohne Ende , di ... http://bit.ly/1Ip70KC """,neutral,Allgemein#Haupt:neutral,-1
"Re: Deutsche Bahn Personenverkehr Warum glaube ich, dass dieser Preis genauso viel zu spät kommt? Achja, die Bahn und der alte Witz mit der Pünktlichkeit :)",negative,Zugfahrt#Pünktlichkeit:negative,1
"Re: TTIP - Aktionsbündnis - Österreich Warum hat die deutsche Bahn sogar einem Kasten in den Niederlanden, nebst vielen weiteren deutschen Konzernen und Banken? Das ist ein total verlogener Journalismus!",neutral,Allgemein#Haupt:neutral,-1
RT @marvinkroell: Bahn fällt mittendrin aus. Mit Taxi und Vollgas durch Berlin. Das wird knapp :D,negative,Sonstige_Unregelmässigkeiten#Haupt:negative,-1
Bahnverkehr gestört : Nach Brandstiftung: Züge fallen ... . Züge des Fernverkehrs zwischen Münster und Rheine werden über Osnabrück umgeleitet und erhalten dadurch eine Verspätung von etwa 40 Minuten. Im Regionalverkehr fallen die Züge der Linien RE 7 (Krefeld – Rheine) sowie RE 15 (Münster – Emden,negative,Sonstige_Unregelmässigkeiten#Haupt:negative Sicherheit#Haupt:negative Zugfahrt#Pünktlichkeit:negative,-1
@Michael_Stgt Bitte bahn.de nutzen. Als Zwischenhalt Frankfurt Flughafen eingeben. /ki https://t.co/xZHNs3Eheb,neutral,Allgemein#Haupt:neutral,0
@DB_Bahn Bahn.de,neutral,Allgemein#Haupt:neutral,0
1h s bahn fahren yay,neutral,Allgemein#Haupt:neutral,0
"schwarzgefahren und erwischt ? okay , freu ' mich , wenn Du auch zufrieden bist . Die Nervenarbeit und der Ärger lohnen sich nicht . Ich werde nächtstes Mal auch achtsamer sein . Einen schönen Abend dir ! gutefrage.net-Tag : Bahn gutefrage.net-Tag : Schwarzfahren gutefrage.net-Tag : Straßenbahn gutefrage.net-Tag : erwischt gutefrage.net-Tag : vag",neutral,Allgemein#Haupt:neutral,1
"Re: Ne, +Marc Abraham, die Frage ist überflüssig. Es geht auch darum, dass es Autofahrer gibt, die absichtlich die Gasse zu machen, wenn ein Motorrad von hinten kommt. Und um mal auf deinem Niveau zu argumentieren: Wenn die ganzen Autofahrer die Bahn benutzen würden, gäbe es keinen Stau wo ich mich durchschlängeln muss.",neutral,Allgemein#Haupt:neutral,-1
"ICE 84x Zub zu Fahrgast, der wegen Anschluss fragt, da Zug 30 Min Verspätung hat ""die DB tut alles, damit sie ihn nicht kriegen"" LOL",negative,Zugfahrt#Pünktlichkeit:negative,0
"Ich lauf dann in 2 Std zur Arbeit, weil die Bahn sicher nicht fährt? Weil #sintflut #NRW",negative,Sonstige_Unregelmässigkeiten#Haupt:negative,1
"Re: stuttgarter-zeitung.de Guten Morgen, Ich sag dazu, ich halte von Politik und Politikern nicht viel. Egal welche Partei. Aber zählt wirklich jedes einzelne Mitglied in der Cdu, wird da jedes angehört? Manchmal hab ich eher das Gefühl das Muttis Wille umgesetzt wird, und auch die CDU so nur die Fahne in den Wind setzt, dahin wo am meisten das Geld und die Wählerstimmen herkommt. (Schon Fragwürdig warum Firmen soviel Mitsprache Recht haben in der Politik) Die Spd ist auch nicht mehr das was sie einmal war. Da Lob ich mir die Grünen. Ich finde zwar auch nicht alles gut was sie machen. Aber wenigstens bleiben Sie sich treu. Ach und durch die Wegrationalisierung der Wagenbestände ist die Bahn so unzuverlässig geworden weil nichts da ist was man ersatzweise einsetzen kann wenn was heh geht oder ganz ausfällt. Also lieber Gleisflächen statt Parks und Stadtteile.",negative,Allgemein#Haupt:negative Sonstige_Unregelmässigkeiten#Haupt:negative,-1
